lng,lat,Title,VI,date
120.4767399794362,22.572289452817508,16,78.5,2022-06-06 20:00:00
120.47353749082188,22.57234028756473,17,95.5,2022-06-06 19:00:00
120.46733964766882,22.575132192676342,18,108.4,2022-06-06 18:00:00
120.45805520859784,22.5823282241224,19,112.5,2022-06-06 17:00:00
120.44688594837648,22.593948522625205,20,111.7,2022-06-06 16:00:00
120.4468844090904,22.594076019749487,21,126.3,2022-06-06 15:00:00
120.4469136866324,22.59478496192151,22,133.8,2022-06-06 14:00:00
120.4469623223732,22.596721200667695,23,132.5,2022-06-06 13:00:00
120.47067726775988,22.58789855439372,24,120.5,2022-06-06 12:00:00
120.48649035221776,22.57493250791497,25,100.9,2022-06-06 11:00:00
120.50842788274534,22.560848320990463,26,89.4,2022-06-06 10:00:00
120.53182745563548,22.53920504301916,27,80.5,2022-06-06 09:00:00
120.54636858548686,22.529233883725286,28,93.2,2022-06-06 08:00:00
120.55448382648906,22.524723113629133,29,105.4,2022-06-06 07:00:00
120.5569817640945,22.523944774961134,30,106.3,2022-06-06 06:00:00
120.55538437337788,22.52707927736441,31,99.4,2022-06-06 05:00:00
120.55102485868652,22.53395059243625,32,88.6,2022-06-06 04:00:00
120.5450480948886,22.54402655932936,33,74.1,2022-06-06 03:00:00
120.54808783869544,22.551823640059155,34,62.1,2022-06-06 02:00:00
120.552811905461,22.5610956672192,35,52.2,2022-06-06 01:00:00
120.55849828969588,22.57157568967707,36,44.9,2022-06-06 00:00:00
120.5707768870246,22.574398651248057,37,44.3,2022-06-05 23:00:00
120.58266167762672,22.581095886076344,38,53.8,2022-06-05 22:00:00
120.59389748894404,22.590832834232263,39,56.4,2022-06-05 21:00:00
120.60613880759948,22.606905486514357,40,102.2,2022-06-05 20:00:00
120.61346125903498,22.6243886227111,41,108.8,2022-06-05 19:00:00
120.6181677709687,22.64264289268134,42,113.6,2022-06-05 18:00:00
120.62550683556915,22.6619778087383,43,138.7,2022-06-05 17:00:00
120.6400158232426,22.684025836475755,44,95.1,2022-06-05 16:00:00
120.68450103431934,22.725273209527813,45,92.1,2022-06-05 15:00:00
120.75289142170998,22.82967619355728,46,6286.8,2022-06-05 14:00:00
120.81207508311007,22.931679363442424,47,101.1,2022-06-05 13:00:00
120.9097602918652,22.881155449248457,48,148.8,2022-06-05 12:00:00
121.00810881344933,22.82395144616357,49,42.4,2022-06-05 11:00:00
121.0885224352956,22.806739132362463,50,34.0,2022-06-05 10:00:00
121.17271867554275,22.76951556349286,51,105.0,2022-06-05 09:00:00
121.27964365931014,22.74058792077309,52,90.8,2022-06-05 08:00:00
121.39327392155002,22.73204394969657,53,82.4,2022-06-05 07:00:00
121.52315329005287,22.72611461047715,54,55.9,2022-06-05 06:00:00
121.6639852861098,22.73113759536941,55,28.2,2022-06-05 05:00:00
121.80208877269646,22.75318663226458,56,172.0,2022-06-05 04:00:00
121.93393810777688,22.78395152432201,57,309.8,2022-06-05 03:00:00
122.0771918782772,22.83004847558,58,319.4,2022-06-05 02:00:00
122.21352375195914,22.88910056899167,59,432.9,2022-06-05 01:00:00
122.34998939591097,22.97547031062658,60,655.7,2022-06-05 00:00:00
122.49847662383758,23.09475983580345,61,633.0,2022-06-04 23:00:00
122.65579488553112,23.240790983585192,62,916.1,2022-06-04 22:00:00
122.80452795778632,23.384756822770296,63,1231.4,2022-06-04 21:00:00
122.91745491570448,23.528946207557684,64,1563.3,2022-06-04 20:00:00
122.99056438802762,23.668190411627425,65,2030.6,2022-06-04 19:00:00
123.03067964259262,23.76285022395093,66,2507.4,2022-06-04 18:00:00
123.0308410678555,23.787950164543663,67,2758.9,2022-06-04 17:00:00
123.00398950762268,23.785839092873086,68,2582.2,2022-06-04 16:00:00
122.95209761414998,23.76006200422792,69,1941.3,2022-06-04 15:00:00
122.872847028969,23.70691584134897,70,322.3,2022-06-04 14:00:00
122.764708272909,23.64331991055529,71,1309.0,2022-06-04 13:00:00
122.86591381893729,23.703092594748533,72,1671.1,2022-06-04 12:00:00
122.95035157198043,23.77398940801868,73,2120.9,2022-06-04 11:00:00
122.99121140922348,23.809145660268285,74,2026.6,2022-06-04 10:00:00
123.01252525193318,23.82737846398124,75,1950.7,2022-06-04 09:00:00
123.02779077345248,23.83648735361859,76,1909.7,2022-06-04 08:00:00
123.0398226643271,23.840277057125405,77,1718.4,2022-06-04 07:00:00
123.04828004495518,23.84211107086637,78,1441.1,2022-06-04 06:00:00
123.0534277373751,23.843499022248498,79,1167.9,2022-06-04 05:00:00
123.05551168864368,23.8460134153919,80,929.8,2022-06-04 04:00:00
123.0569642289253,23.852764491895133,81,742.9,2022-06-04 03:00:00
123.05935116542412,23.86522928016268,82,613.5,2022-06-04 02:00:00
123.06565751500648,23.89308039017212,83,597.4,2022-06-04 01:00:00
123.09639445820233,23.99881727898133,84,805.6,2022-06-04 00:00:00
123.12593733449977,24.14874591383704,85,1125.6,2022-06-03 23:00:00
123.11797542043638,24.279770805390733,86,784.3,2022-06-03 22:00:00
123.07799084199928,24.4190988656974,87,1489.6,2022-06-03 21:00:00
